,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
237,2017-07-18,1.0,1.0,0.97184926,0.9241803,0.90993017,0.88932145,0.85373896,1.0,1.0,1.0,0.8978849,0.9247763,0.89798623,0.8489975,1.0,1.0,,0.90084076,0.9558005,0.953486,0.9206406,,1.0,1.0,,1.0,1.0,0.9915485,0.9042385,,1.0,1.0,1.0,1.0,1.0,0.8997566,1.0,1.0,1.0,1.0,1.0,1.0
238,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2017-08-01,0.86277294,0.86449283,0.86314905,0.8515133,0.86686236,0.8674184,0.85737735,0.82914877,0.82455647,0.80485576,0.7445958,0.84522486,0.86104196,0.8608835,0.78074026,0.7879948,0.77169096,0.7283872,0.8277195,0.8674042,0.86855996,0.76726377,0.78316593,0.78519,0.77062756,0.80770355,0.8527405,0.8516418,0.7798591,0.78681475,0.80384684,0.81256676,0.8130484,0.81038576,0.80690837,0.79649067,0.78609616,0.8005083,0.8006652,0.79719263,0.790744,0.7749934
240,2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2017-08-22,,,,,,,,,,,,,,,0.7964194,0.8024313,0.7743265,0.734971,,,,0.77860993,0.793116,0.79428107,0.7742713,0.81312454,,,0.7884072,0.78888345,0.8059479,0.8130027,0.8136216,0.8178505,0.8119215,0.79914236,0.79043067,0.7962195,0.8004214,0.8004575,0.7921831,0.780966
243,2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2017-09-05,,,,0.28162867,0.2852064,0.26734194,0.3195713,0.21455076,,0.27860376,0.3313724,0.30013368,0.25999162,0.32048395,0.2533323,0.27732372,0.35596514,0.4021937,0.3273345,0.2564215,0.28657418,0.3047127,0.3931825,0.44733706,0.41921452,0.31586248,0.28999606,0.3465006,0.36478212,0.36537233,0.44987977,0.46855924,0.40979305,0.48189548,0.49650028,0.58688647,0.4934144,0.4972473,0.536957,0.564604,0.6150344,0.5014477
245,2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2017-09-19,0.33367687,0.32827276,0.3354597,0.35217866,0.37347034,0.3685275,0.3555511,0.3273469,0.3185979,0.32570794,0.3395113,0.3577473,0.366818,0.35387823,0.3287075,0.32287067,0.31457174,0.32264632,0.34266946,0.35793188,0.35521394,0.31822255,0.31445202,0.3077139,0.31374854,0.3239704,0.34134802,0.34507138,0.324455,0.3169766,0.30772957,0.30572775,0.31010532,0.31738934,0.32067397,0.3282827,0.31824312,0.31141168,0.30640036,0.30014285,0.3021472,0.30551928
247,2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2017-11-07,0.6454176,0.6370553,0.629861,0.6199388,0.63770604,0.598938,0.5693464,0.65921843,0.64591336,0.6627065,0.6390291,0.63226914,0.58694816,0.591656,0.7362299,0.74343807,0.7054355,0.65061134,0.63418084,0.6139121,0.63250494,0.7304203,0.74871117,0.74176383,0.71008956,0.68746275,0.7024399,0.6791396,0.7303084,0.7218122,0.72498095,0.7254138,0.7205518,0.7067032,0.704,0.7474546,0.7420807,0.712154,0.69720864,0.73228645,0.7449309,0.73677033
254,2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2017-11-21,0.5525203,0.5414409,0.54501426,0.5534396,0.55618966,0.5508285,0.5111736,0.6755636,0.71511436,0.6860414,0.5763089,0.5376502,0.57789373,0.55866605,0.82352245,0.83692837,0.7940197,0.6294979,0.58432096,0.60195524,0.5884461,0.80574435,0.82264155,0.8223264,0.7819427,0.6951976,0.62390685,0.5882195,0.81514317,0.80389017,0.80107105,0.7944844,0.7805147,0.7382839,0.7334846,0.802261,0.79535544,0.77896994,0.74646914,0.79761153,0.79965734,0.78368586
256,2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2017-12-12,0.62161607,0.5959436,,0.6219899,0.61236256,0.65762186,0.631826,0.725172,0.7267561,0.74083006,0.6195953,0.57894737,0.6518825,0.6031439,0.8690673,0.8296438,0.7715049,0.6728927,0.5782077,0.57735926,0.59681624,,0.80654997,0.82345146,0.7304157,0.62475276,0.60307705,0.6228421,,,,0.7992629,0.7318216,0.7091347,0.66299546,,,0.81002885,0.6951623,0.72708577,0.773713,0.747975
259,2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2018-02-13,0.470878,0.44740456,,,,0.47802243,0.43971658,0.54652697,0.5501061,,0.44979957,0.45914733,0.45783606,0.4251692,,,,0.4843559,0.45478037,0.46723577,0.47271508,,,,,0.5318586,0.5034118,0.5105942,,,,,,,,,,,,,,
268,2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2018-03-13,0.007737828,0.0081848,0.008460886,0.007889755,0.0074501075,0.0055693523,0.0036401292,0.008579835,0.006734292,0.0074212365,0.007623867,0.0073569687,0.0078059514,0.006295975,0.011029939,0.0059682163,0.0048242314,0.0011598347,0.003382706,0.004958337,0.0041364413,0.007683649,0.0060341256,0.002100436,,0.0021259899,0.0039122566,0.005153621,0.005839618,0.005176494,0.0015223,0.0030693528,0.0044926186,0.006102516,0.00646111,0.0034469382,0.0051824064,0.004360019,0.0075485297,0.006916169,0.0092895795,0.010498588
272,2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2018-04-03,0.025249518,0.02686749,0.0273727,0.027630698,0.03221184,0.034026973,0.03652879,0.02371954,0.02491426,0.027347626,0.02644267,0.028928712,0.031015111,0.032891486,0.021905135,0.022700554,0.02495752,0.025190573,0.026717724,0.02835196,0.029000347,0.0228318,0.021412287,0.023300394,0.026178166,0.025314195,0.026882706,0.0273711,0.020528385,0.020779693,0.022905115,0.023664534,0.023267504,0.024608888,0.02560206,0.016348973,0.019855827,0.021403113,0.02174396,0.021631079,0.021196693,0.022360628
275,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2018-05-15,0.26117128,0.288005,0.2765291,0.20430543,0.15942729,0.21826026,0.2886157,0.2039584,0.23368162,0.17573865,0.15546744,0.15942721,0.2157238,0.29584658,0.15442657,0.1806517,0.1653211,0.16231033,0.19073924,0.23951887,0.30647933,0.13576634,0.14941967,0.15499477,0.15880361,0.20853534,0.2786452,0.33966804,0.14539512,0.14249523,0.15289946,0.16335025,0.23253869,0.32168669,0.34381792,0.15249516,0.14564143,0.17069928,0.18327488,0.24476011,0.3560767,0.4253319
281,2018-05-22,0.26117128,0.288005,0.2765291,0.20430543,0.15942729,0.21826026,0.2886157,0.2039584,0.23368162,0.17573865,0.15546744,0.15942721,0.2157238,0.29584658,0.15442657,0.1806517,0.1653211,0.16231033,0.19073924,0.23951887,0.30647933,0.13576634,0.14941967,0.15499477,0.15880361,0.20853534,0.2786452,0.33966804,0.14539512,0.14249523,0.15289946,0.16335025,0.23253869,0.32168669,0.34381792,0.15249516,0.14564143,0.17069928,0.18327488,0.24476011,0.3560767,0.4253319
282,2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2018-06-05,,,,,,,0.30818224,,,,,0.15028626,0.18298964,0.41333738,0.20942341,0.1795856,0.17257789,0.19519351,0.20312893,0.1888337,0.23508221,0.30277482,0.23347446,0.18695542,0.15076137,,,,0.26012692,0.25804868,0.17165788,,,,,0.17422386,0.23496301,0.20711596,0.13523002,0.1433935,,
284,2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7899387,0.770162
286,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2018-07-03,0.8764265,0.876914,0.87582386,0.8724324,0.86415875,0.8620269,0.8559206,0.83951664,0.8259065,0.82562315,0.8048748,0.7344771,0.83586895,0.8638847,0.7801031,0.78948295,0.7885276,0.779456,0.77669317,0.8506623,0.8778931,0.7729407,0.7897564,0.79950815,0.80312073,0.81540984,0.84955525,0.85835993,0.8078868,0.8104918,0.81638974,0.8087474,0.80846405,0.8061525,0.79473484,0.8137028,0.8046942,0.82070154,0.8170705,0.79135936,0.78366905,0.7551094
288,2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2018-07-24,0.8700767,0.86723495,0.86189497,0.8630934,0.84539676,0.84933776,0.83258116,0.8277017,0.8187352,0.8000928,0.78068644,0.7755775,0.83063644,0.85165495,0.77209824,0.77271247,0.77521133,0.78138185,0.7524993,0.84631944,0.87154514,0.76120025,0.77725565,0.7769215,0.7947142,0.80051184,0.8578196,0.8526912,0.7817154,0.7901883,0.8081577,0.814392,0.804139,0.80882215,0.80369353,0.79395247,0.78875595,0.8043894,0.8117651,0.79290223,0.7805129,0.7708673
291,2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2018-08-07,0.805403,0.80802894,0.8068384,0.8069277,0.7988098,0.788887,0.7727234,0.761023,0.7599349,0.7562436,0.746673,0.7305602,0.76454943,0.77904695,0.7192922,0.7232923,0.73537564,0.73118126,0.713291,0.7846199,0.8003086,0.72547716,0.74020624,0.74051505,0.74386734,0.7617189,0.795872,0.7929354,0.74789745,0.7657582,0.7684313,0.76965326,0.7636723,0.7654748,0.7665576,0.7589108,0.7621003,0.7721507,0.76745933,0.747209,0.74336505,0.7327638
293,2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2018-09-04,0.84747887,0.84962195,0.8470089,0.8508011,0.84427464,0.83467126,0.81727207,0.8144145,0.8033807,0.7989593,0.7943066,0.7816159,0.81713736,0.8253298,0.778908,0.7837729,0.78355974,0.7761272,0.7609958,0.8326701,0.84878355,0.7792517,0.7886832,0.79029775,0.7931441,0.8029421,0.8364419,0.83326894,0.8067087,0.809928,0.81155825,0.8134377,0.8049462,0.7940139,0.7910712,0.8123373,0.8030643,0.8104992,0.80638826,0.79007673,0.7831149,0.7649226
297,2018-09-11,0.84747887,0.84962195,0.8470089,0.8508011,0.84427464,0.83467126,0.81727207,0.8144145,0.8033807,0.7989593,0.7943066,0.7816159,0.81713736,0.8253298,0.778908,0.7837729,0.78355974,0.7761272,0.7609958,0.8326701,0.84878355,0.7792517,0.7886832,0.79029775,0.7931441,0.8029421,0.8364419,0.83326894,0.8067087,0.809928,0.81155825,0.8134377,0.8049462,0.7940139,0.7910712,0.8123373,0.8030643,0.8104992,0.80638826,0.79007673,0.7831149,0.7649226
298,2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2018-09-25,0.8796324,0.8817124,0.880366,0.8819071,0.8743242,0.8664471,0.8477736,0.85810786,0.8505451,0.8372865,0.82343686,0.8402345,0.86475706,0.8723184,0.81968415,0.8215039,0.8211726,0.81946933,0.83089507,0.87678033,0.88770807,0.8051337,0.81823874,0.81916887,0.83261454,0.8262655,0.87281084,0.8665226,0.8212209,0.82031316,0.83206886,0.83659834,0.8285115,0.82987034,0.8294502,0.8249367,0.8185959,0.82634395,0.82568216,0.8217047,0.8119698,0.80337954
300,2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2018-10-09,0.8663781,,0.8600332,0.84979707,0.8317054,0.81991947,0.8050304,0.84554386,0.8599003,0.82250684,0.80164564,0.78019893,0.80244344,0.8151006,0.8383421,0.8558343,0.82246476,0.8037902,0.7795857,0.82667094,0.85661864,,0.8444452,0.8385673,0.82743925,0.8120625,0.85491556,0.8613121,0.8407581,0.8419397,0.8475812,0.84918946,0.8422815,0.84593517,0.8312496,0.84886205,0.84239835,0.8381597,0.83251005,0.8340937,0.8286443,0.8183356
302,2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2018-10-23,0.41905323,0.41258663,0.42621088,0.4259642,0.42462173,0.40997723,0.39675084,0.42374042,0.43779746,0.43680567,0.4109139,0.4066244,0.40678236,0.39363065,0.4105036,0.44311854,0.43547857,0.39502537,0.3907596,0.38864237,0.3784861,0.3914126,0.40431646,0.4233898,0.3981257,0.38871935,0.39187068,0.38999215,0.39176896,0.39022595,0.39898932,0.39193034,0.39177206,0.4067155,0.4093507,0.3863191,0.39314556,0.39785054,0.38489026,0.3977053,0.43376288,0.4393439
304,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2018-11-13,0.4212519,0.4222137,0.4310542,0.45006943,0.48966506,0.4821098,0.44754565,0.3964637,0.40869683,0.40622875,0.44213217,0.49460754,0.47118878,0.44852522,0.34344116,0.3535698,0.42241874,0.45644534,0.4656246,0.4552875,0.4646136,0.32173824,0.3248146,0.5124359,0.45136595,0.4144404,0.42593724,0.48325667,0.36307338,0.34791055,0.4407969,0.5523429,0.4392206,0.4257992,0.47184172,0.39525944,0.37840822,0.41850513,0.58852977,0.5548464,0.48455212,0.43578735
307,2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2018-11-27,0.31743002,0.32502913,0.32769448,0.32690373,0.31596875,0.32737955,0.3507728,0.29503325,0.29785505,0.30075702,0.29789308,0.28725696,0.31463522,0.35630962,0.32752186,0.32903236,0.32983574,0.31434938,0.3146149,0.3519338,0.39082414,0.3543005,0.36707905,0.37135637,0.36003438,0.3725953,0.39637572,0.4168604,0.42930272,0.44495222,0.44136947,0.42749786,0.43155864,0.42330882,0.42791435,0.44597703,0.45491192,0.44785073,0.44592485,0.44855845,0.43210188,0.43173945
309,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2018-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2019-02-12,0.53237534,0.51007855,,0.49473745,,0.561094,0.5548652,,,,0.50333136,0.52169776,0.5672198,0.51031256,,,,,0.5406509,0.5519517,0.5590835,,,,,,,,,,,,,,,,,,,,,
320,2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2019-03-05,0.45427257,0.44977912,0.44482523,0.4373483,0.46301815,0.49157447,0.46858224,0.5245602,0.5381914,0.5247893,0.44468236,0.43903083,0.46240112,0.4557739,0.60256773,0.6067988,0.56849295,0.4782916,0.44391224,0.4512892,0.4794581,0.603035,0.608016,0.59733176,0.56092745,0.5306402,0.48820636,0.50383055,0.6076099,0.5973302,0.59467334,0.59779847,0.58721906,0.55852723,0.558313,0.61826456,0.6137099,0.5820184,0.56704193,0.59168917,0.6033694,0.59276783
323,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2019-03-19,,,,,,,,,,,,0.4632852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2019-04-02,0.21534626,0.2080323,0.18467905,0.17471337,0.16765024,0.15665773,0.13850349,0.23505828,0.23404068,0.1943884,0.17844446,0.17344397,0.15998848,0.14074263,0.25601754,0.22464666,0.2008909,0.19353478,0.18832089,0.15354206,0.1371543,0.28649637,0.22672687,0.21078628,0.20040847,0.1838362,0.15548879,0.13867362,0.30586728,0.23209347,0.21584722,0.20752193,0.18216395,0.16329028,0.1460227,0.3210312,0.2523254,0.22716926,0.21908566,0.17299762,0.14690393,0.14848559
327,2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2019-04-16,0.001519881,0.002144733,0.0023135995,0.0035509542,0.0043706535,0.003262691,0.0023274268,0.002888137,0.003025525,0.0022058678,0.0027051168,0.0030614226,0.0030821632,0.0026483745,0.0021501218,0.0028722542,0.0030065598,0.002537992,0.0023558703,0.0025527515,0.0021245985,,,0.005015686,0.0047764434,0.0033694643,0.0015258044,0.0016808256,,0.0033319877,0.004724087,0.005040851,0.0045099496,0.0036418566,0.0025954777,,0.002448536,0.0030503506,0.0033597266,0.0035318495,0.0041736052,0.0033235443
329,2019-04-23,0.001519881,0.002144733,0.0023135995,0.0035509542,0.0043706535,0.003262691,0.0023274268,0.002888137,0.003025525,0.0022058678,0.0027051168,0.0030614226,0.0030821632,0.0026483745,0.0021501218,0.0028722542,0.0030065598,0.002537992,0.0023558703,0.0025527515,0.0021245985,0.0020843197,0.0046789665,0.005015686,0.0047764434,0.0033694643,0.0015258044,0.0016808256,0.002669973,0.0033319877,0.004724087,0.005040851,0.0045099496,0.0036418566,0.0025954777,0.0038806745,0.002448536,0.0030503506,0.0033597266,0.0035318495,0.0041736052,0.0033235443
330,2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2019-05-21,,,,,,,,,,,,,,,,,,,,0.5836907,0.5842117,,,,,0.5657822,0.5717004,0.57141995,,,,,0.5575106,0.55669045,0.5558431,,,0.5557185,,0.55570644,0.5543351,0.5511971
334,2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2019-06-04,0.21317308,0.22281662,0.22766344,0.23112771,0.23419894,0.23373927,0.24243227,0.21079023,0.21552862,0.2229794,0.22739026,0.22655591,0.22376266,0.2332308,0.20550771,0.20816357,0.21951142,0.22834864,0.23834197,0.22432587,0.2239288,0.20483981,0.20862238,0.2186832,0.22647604,0.23539306,0.22948663,0.22297253,0.20501544,0.21182004,0.2190461,0.22505909,0.23232016,0.23164034,0.22485149,0.20601276,0.21139662,0.22337016,0.22897434,0.2321582,0.23139992,0.23294187
336,2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80564946,
339,2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2019-07-09,0.33947507,0.2935697,0.30390975,0.33897445,0.3773817,0.43844813,0.37599847,0.67233974,0.51603,0.5033734,0.69344896,0.8186353,0.7789984,0.7032546,0.6197018,0.57602656,0.6620455,,,,,0.59931225,0.6175407,0.6934576,0.7272268,0.86139977,0.9072106,0.874644,0.665643,0.60951483,0.6020727,0.6919267,0.82854766,0.8233899,0.7549289,0.6400578,0.6501241,0.6387585,0.67975163,0.7687263,0.7567926,0.6937145
341,2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2019-07-23,,,,,0.40219924,0.44666687,0.46603444,,,,,,0.45437652,0.5252896,,,,0.4170261,0.5362474,0.5698082,0.5718615,,0.3712783,0.39278978,0.478422,0.6306384,0.6108384,0.56130695,,0.41110584,0.4556312,0.46955445,0.5717496,0.6262054,0.5516103,,,0.3481117,0.4275444,0.63043314,0.7020178,0.5617649
343,2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2019-08-06,0.78753006,0.7880979,0.7884865,0.79644364,0.8020716,0.8012035,0.7910397,0.7483734,0.74357873,0.75150347,0.76312774,0.75062203,0.7844238,0.7943089,0.710934,0.71259755,0.7186979,0.73400986,0.7489964,0.7799249,0.79151106,0.6972474,0.7098762,0.7162433,0.7206325,0.7365264,0.77193475,0.7763015,0.70984674,0.7139079,0.7186813,0.7198901,0.7261259,0.7329271,0.730558,0.7210241,0.7101161,0.7319234,0.7411361,0.720871,0.72375715,0.7048264
345,2019-08-13,0.78753006,0.7880979,0.7884865,0.79644364,0.8020716,0.8012035,0.7910397,0.7483734,0.74357873,0.75150347,0.76312774,0.75062203,0.7844238,0.7943089,0.710934,0.71259755,0.7186979,0.73400986,0.7489964,0.7799249,0.79151106,0.6972474,0.7098762,0.7162433,0.7206325,0.7365264,0.77193475,0.7763015,0.70984674,0.7139079,0.7186813,0.7198901,0.7261259,0.7329271,0.730558,0.7210241,0.7101161,0.7319234,0.7411361,0.720871,0.72375715,0.7048264
346,2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
